rank,iso3,priority_score,in_demo_set,is_large_importer,n_legacy,n_sourced,n_missing,n_fields_present,fully_legacy,fully_sourced,legacy_fields,demo_reason,importer_reason
230,MNE,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
231,MOZ,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
232,MRT,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
233,MUS,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
234,MWI,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
235,NAM,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
236,NER,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
237,NIC,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
238,NZL,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
239,OMN,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
240,PAK,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
241,PAN,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
242,PER,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
243,PRY,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
244,QAT,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
245,UKR,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
246,AUT,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
247,BGR,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
248,CHE,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
249,CYP,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
250,CZE,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
251,DNK,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
252,EST,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
253,GRC,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
254,HRV,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
255,HUN,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
256,IRL,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
257,ISL,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
258,LTU,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
259,LUX,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
260,LVA,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
261,MLT,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
262,NOR,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
263,PRT,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
264,SDN,5,False,False,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,
